innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,Partnership_broken,match
Australia 2nd innings,107.2,"Denly to Pattinson, byes, FOUR, big turn, low bounce and gives nobody a chance. Spinning in from outside off, Pattinson attempts the big sweep and misses it, the ball wasn't far from leg-stump and Bairstow is nutmegged",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,107.1,"Denly to Pattinson, no run, looks to reverse sweep it from the rough, gets an under-edge that rolls to slip",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.6,"Broad to Pat Cummins, no run, bouncer slanted outside off, Cummins has nothing to do with it, watches it sail past him",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.5,"Broad to Pat Cummins, no run, aimed at the stumps, Cummins hangs back and tucks it to short mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.4,"Broad to Pattinson, 1 run, strays on the pads, Pattinson stays inside the line and glances it to fine leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.3,"Broad to Pattinson, SIX, pulled flush into the crowd. Proper slogging times these, Pattinson clears out his front leg, front hip and flat-bats it flat, many rows over square leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.2,"Broad to Pattinson, no run, 81.4mph, banged in short. Pattinson is quickly under",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,106.1,"Broad to Pat Cummins, 1 run, rib-lined, fended away in a hurry behind square",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.6,"Moeen Ali to Pattinson, no run, forward, proper leaning smother",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.5,"Moeen Ali to Pattinson, no run, stabbed away from the line of off to point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.5,"Moeen Ali to Pattinson, no ball, well. It's another of Ali's aimless loopy deliveries way over the shoulder. Pattinson can smile, watching the mishap go over",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.4,"Moeen Ali to Pattinson, no run, leans to the pitch of it, defends out to cover",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.3,"Moeen Ali to Pattinson, no run, bat-pad stuck forward defence, straight to cover",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.2,"Moeen Ali to Pattinson, SIX, slogged. Smoked. Pattinson is quickly under the length, a juicy length at that, and swings across the line big time, without even bothering to keep it down as he gets it soaring over cow corner",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,105.1,"Moeen Ali to Pattinson, no run, beats him on the cut. Pattinson rocks behind, but the ball ends up spitting over the outside edge",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.6,"Broad to Pat Cummins, no run, does what 104.3 couldn't .. sway inside the line, stick the bat up and stab it away to point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.5,"Broad to Pattinson, 1 run, another across-the-line hack, deep mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.4,"Broad to Pat Cummins, 1 run, short again. Cummins shows more intent, swatting it away to backward square leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.3,"Broad to Pat Cummins, no run, 82.9mph, snorter of a bouncer. And there is a spike on UltraEdge. Umpire Wilson has blunder number eight (13th overall), but no, to be really fair, there wasn't even a loud appeal. So Cummins doesn't help himself in this brute of a short one, swaying inside the line as he tries to upper cut, with the ball kissing the bat-sticker through to the keeper",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.2,"Broad to Pat Cummins, no run, 80.2mph, back of a length and following him in now, which Cummins does his best to hop beside and poke out",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,104.1,"Broad to Pat Cummins, 2 runs, 82.2mph, in an arch back, sticking out a steery guide backward of point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.6,"Moeen Ali to Pattinson, no run, stays late, stays away, stays stabbing it away to point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.5,"Moeen Ali to Pattinson, no run, tosses it up outside off, a stump-covering leave",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.4,"Moeen Ali to Pattinson, FOUR, well, well. Pattinson goes one-kneed, sweeping a very middle-stump line, nearly taking short leg with it to the fence",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.3,"Moeen Ali to Pattinson, no run, wristy nudge this, softly to short leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.2,"Moeen Ali to Pattinson, no run, skids along low, which Pattinson has enough time to adjust despite being on the back foot and punch out",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,103.1,"Moeen Ali to Pat Cummins, 1 run, full on off, digs the whip off the inside half through mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.6,"Stokes to Pattinson, no run, slipping down leg, the round the wicket angle getting too big",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.5,"Stokes to Pat Cummins, 1 run, 85.7mph, a quiet opened bat face, poking it into the covers",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.4,"Stokes to Pat Cummins, no run, 80.6mph, banged in short, but Cummins can jump, ride and then bunt it away into off",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.3,"Stokes to Pattinson, 1 run, strays onto the legs, flicked away behind square",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.2,"Stokes to Pattinson, FOUR, neat. Cute. He lines up to the width-to-be and then steers it very carefully backward of point, toying around with third man's chase as well",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,102.1,"Stokes to Pattinson, no run, short, but veering easily down leg. Pattinson ducks",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.6,"Moeen Ali to Pat Cummins, no run, unwinds for the big hoick, but only manages to dig out an inside-toe tamely into mid-wicket. 27 overs in, and Moeen Ali finally has a maiden under his belt",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.5,"Moeen Ali to Pat Cummins, no run, more bat on this forward defence, leg-sided",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.4,"Moeen Ali to Pat Cummins, no run, spins in off the rough. Cummins plays down the wrong line - outside - getting it on the front knee. Worth an appeal, but for the impact",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.3,"Moeen Ali to Pat Cummins, no run, more flight, dipping in full as Cummins slices the squeeze to mid-off",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.2,"Moeen Ali to Pat Cummins, no run, bigger in his stride, but it's a defence now",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,101.1,"Moeen Ali to Pat Cummins, no run, forward and driving, but the drift in means an inside half back down the pitch",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.6,"Stokes to Pattinson, no run, 87.6mph, a jabbing flirt, with Stokes keeping it in the corridor just outside off. Misses quite comprehensively",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.5,"Stokes to Pattinson, no run, 87.4mph, tailing back in a touch onto the pads, turned to leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.4,"Stokes to Pat Cummins, 1 run, terribly uncontrolled tuck off his tummy .. but Buttler at short leg was ducking for cover, and has the ball going just over him",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.3,"Stokes to Pat Cummins, no run, pitched up fuller, defended back and Stokes will clean",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.2,"Stokes to Pat Cummins, no run, 80.5mph, bumper - fast bowler to fast bowler. Cummins is ready to duck",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,100.1,"Stokes to Pattinson, 3 runs, short, wide, thumped. Sam Curran - at point - gets a palm to it, and the stinging palm saves an entire run",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.6,"Moeen Ali to Pattinson, 1 run, nudges it away off the inside half of his tuck, round the corner",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.5,"Moeen Ali to Pat Cummins, 1 run, pushes it out to mid-off, near-accidental single",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.4,"Moeen Ali to Paine, out Bowled!! Ripping offie .. through the gate. Just the perfect off-spinner's dream. Ali gives it lots and lots of air, drawing Paine into the forward defence, but then dipping rather suddenly for his liking to grip into the rough and spin in sharply through the slighest of bat-pad gaps. Breaks off. Paine b Moeen Ali 34(44) [4s-2 6s-1]",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.3,"Moeen Ali to Pattinson, 1 run, short arm jabs after rocking back in front of long-on. And when the run-out is definitely not out, Root nails the direct hit",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.2,"Moeen Ali to Pattinson, no run, big forward press, blocking it out to off",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,99.1,"Moeen Ali to Paine, 1 run, quite short. Paine hangs behind, waits on it to spin in and then punches away through point",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.6,"Stokes to Pattinson, no run, swinging into middle off a very full length, squeezed away in front of square",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.5,"Stokes to Pattinson, no run, 86.5mph, yorker attempted, ends up being a low full toss. Pattinson is up for it, toe-ending it out to mid-on",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.4,"Stokes to Pattinson, no run, bangs it in short, too short though for Pattinson to spot and duck under",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.3,"Stokes to Pattinson, no run, 86.1mph, length, fifth-stump, Pattinson ignores well",7,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.2,"Stokes to Wade, out Caught by Denly!! Talk about perfectly picking out a fielder - the only fielder. Stokes' plans were clear, go short with everything with a deep square leg and a fine leg. This one though was more of a half-tracker-sitter for Wade to heave away as usual. He does. Shuffling across, swatting off his thighs, but doesn't keep it down. Denly's at deep square leg, getting it at a nice height. But make no mistake, this innings might be lost against Smith's extravaganza, but it's been absolutely top notch. Wade c Denly b Stokes 110(143) [4s-17]",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,98.1,"Stokes to Wade, no run, short, Wade tries running it past gully, but ends up inside-halving it straight to him",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.6,"Moeen Ali to Paine, no run, review time. England clearly have good reason to challenge umpire Dar's possible sixth blunder in this game -- but no, he'll stay on five for now. So Paine wasn't playing a shot to an in-spinning delivery from outside off, kicking it away with his right pad that was very deep in his crease. Sure there was big turn, but apparently not enough, missing off by a couple of inches",6,"Over 97.6: Review by England (Bowling), Umpire - Aleem Dar, Batsman - TD Paine (Struck down)",England (Bowling),TD Paine,Aleem Dar,Struck down,False,False,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.5,"Moeen Ali to Paine, 2 runs, the adjactent quarter cheekiness now. Shuffling outside off, sitting down and lapping it really fine",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.4,"Moeen Ali to Paine, FOUR, the whole quarter behind point is left empty, and surprise, surprise, Paine has a reverse sweep too, dragging a rather full length from outside off to nail it out there",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.3,"Moeen Ali to Paine, no run, loopy, really full, smothered duly",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.2,"Moeen Ali to Wade, 1 run, overcompensated drag down - to be cut away with the spin through an empty point",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,97.1,"Moeen Ali to Wade, no run, high full toss drifting into leg. Wade moves away and then punches it straight back to a diving mid-on",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.6,"Stokes to Paine, no run, 85.5mph, ends with length - top of off - having Paine getting a stride out to block back down the pitch",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.5,"Stokes to Paine, no run, 85.1mph, short, fizzing up high. Paine wants to pull at first, and then he wants to leave. So he does a bit of both, missing completely",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.4,"Stokes to Paine, no run, back of a length into the tummy, bunted out to leg",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.3,"Stokes to Paine, no run, short again, obviously. Paine corrects himself, stabbing it away quite well",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.2,"Stokes to Paine, no run, strange leave this. Paine stays up tall to a bouncer, lining it up in hoping to leave. So he looks away, swishes his bat around in front of his face, with the ball popping up off the shoulder towards where a gully might've been",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,96.1,"Stokes to Paine, no run, 84.8mph, bouncer, which Paine sways inside the line to easily. Doesn't even bother to duck",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,95.6,"Root to Paine, 1 run, leg-lined, nudged away behind square quietly. He's being very un-Wade",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,95.5,"Root to Wade, 1 run, width now. Oh this is getting really easy. Slapped away through sweeper .. and just as violently, barges on to his highest Test score",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,95.4,"Root to Wade, FOUR, now inside-out. Root tries throwing up some air, which Wade's quick to move away from, clear his front leg and then drive perfectly through the line, through the covers",6,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
