title,paragraphs
2014 SOGT CLO (FINAL).pdf,"The SOGT Project was not required to use a pan-Malaysia contractor to install the two  pipelines. Hence, the project was not constrained to the Malaysian market for Transportation  and Installation (T&I) and benefited from lower rates than IPA typically observes in Malaysia."
2014 SOGT CLO (FINAL).pdf,"The above benchmarks are based on a global basis without taking into account the contracting environment in Malaysia for T&I. On a Malaysia basis, both pipelines have much lower costs compared to industry average with cost indices of 0.47 and 0.56 for the 36-inch and 28-inch pipelines, respectively. "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL XIII IPA Table 12 Cost Analysis Summary22 Actual Authorisation Estimate Cost (MYR millions) Cost Index Cost (MYR millions) Cost Index Gas/Condensate Facilities 1,464.7 1.10 1,851.6 1.46 Crude Storage Tanks 74.0 0.86 65.7 0.77 Condensate Storage Tanks 25.6 0.71 30.1 0.83 36-inch Pipeline 92.2 0.86 104.5 1.00 28-inch Pipeline 93.5 1.02 106.0 1.17 Total Cost (weighted  average cost index) 1,750.0 1.07 2,157.9 1.39"
2014 SOGT CLO (FINAL).pdf,"Table 12 summarises the results of the cost analysis for all analysed scopes and also includes a cost-weighted average index. Based on the cost of each scope, the average cost index is 1.07 and is driven predominantly by the cost index of the gas/condensate plant, which is the vast majority of the cost. It must be noted that the scopes analysed amount to approximately 50 percent of the total project cost and therefore the weighted cost index is indicative only of the cost performance of these scopes and not the entire project.                                                     "
2014 SOGT CLO (FINAL).pdf,"22 Costs analysed exclude start-up and special costs, as well as escalation for the estimates. CONFIDENTIAL XIV IPA SCHEDULE EFFECTIVENESS APPENDIX"
2014 SOGT CLO (FINAL).pdf,"Table 13 summarises the schedule of the SOGT Project. The overall FEL 2 phase includes the original FEL 2 (Concept) phase, the original FEL 3 (FEED development) phase, and the refinement of Concept/FEED phase that followed the initial aborted bid process. The overall FEL 3 phase refers to the Improvement of ITB & FEED phase that commenced in "
2014 SOGT CLO (FINAL).pdf,"March 2009. The project was authorized on 16 August 2010. Detailed engineering was completed in March 2012, more than six months ahead of schedule. Mechanical completion was reached in November 2013. However, commissioning and start-up could not start until a month after reaching mechanical completion as the project waited for feedstock to test the facilities. The planned execution time was 38.9 months; the actual time was 38.4 months. "
2014 SOGT CLO (FINAL).pdf,"Commissioning and start-up were carried out based on the available feedstock; however, full  commissioning and start-up will not yet be completed until the field developments are  completed and can provide the required quantities to run the SOGT Plant at full capacity. Table 13 SOGT Project Schedule Project Phase Planned Actual Start End Dur.23 Start End Dur. Project Definition FEL 2 (Total)     Concept    First FEED    Refinement FEL 3 18 Sep 2006 18 Sep 2006 18 Sep 2006 31 Jul 2007 6 Jun 2008 31 Mar 2009 15 Mar 2010 31 Mar 2009 31 Jul 2007 6 Jun 2008 31 Mar 2009 15 Mar 2010 41.9 30.4 11.5 18 Sep 2006 18 Sep 2006 18 Sep 2006 31 Jul 2007 6 Jun 2008 31 Mar 2009 15 Mar 2010 31 Mar 2009 31 Jul 2007 6 Jun 2008 31 Mar 2009 15 Mar 2010 41.9 30.4 11.5 Authorisation 25 Aug 2010 29 Sep 2010 1.1 10 Aug 2010 16 Aug 2010 0.2 Detailed Engineering 1 Oct 2010 1 Oct 2012 24.0 1 Sep 2010 16 Mar 2012 18.5 Procurement 1 Nov 2010 1 Jan 2013  26.0 20 Sep 2010 28 Dec 2012 27.3 Construction 1 Jan 2011 28 Dec 2013 35.9 8 May 2011 14 Nov 2013 30.3 Execution 1 Oct 2010 28 Dec 2013 38.9 1 Sep 2010 14 Nov 2013 38.4 Start-up 28 Dec 2013 31 Mar 2014 3.1 23 Dec 2013 31 May 2014 6.524 Total Cycle Time 18 Sep 2006 31 Mar 2014 90.4 18 Sep 2006 31 May 2014 92.4 23 Durations are presented in months 24 IPA’s definition of start-up time is the period from mechanical completion to when steady-state operation of the  facility occurs, regardless of whether nameplate capacity has been obtained. CONFIDENTIAL XV IPA SCHEDULE DEVIATION Schedule Deviation Industry PETRONAS SOGT Project -2% 0% 2% 4% 6% 8% 10% 12% 14% 16% Percent Figure 10 As shown in Figure 10, the SOGT Project underran its planned execution schedule by"
2014 SOGT CLO (FINAL).pdf,"1 percent. The SOGT Project is more predictable than the average industry project, which overruns its planned schedule by 15 percent. PETRONAS’ average schedule deviation is 14 percent. This percentage is calculated by dividing the actual execution duration by the planned execution duration.  "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL XVI IPA CYCLE TIME 0 20 40 60 80 100 SOGT Project (planned) SOGT Project (actual) Industry Average Months Phase: Definition Engineering Construction Start-Up Cycle Time Figure 11 The SOGT Project’s overall actual cycle time was 92.4 months, as displayed in Figure 11. Industry historically completes projects similar to the SOGT Project in an average of 64  months, resulting in a cycle time index of 1.44. This cycle time performance is typical of PETRONAS projects, which are, on average, 31 percent slower than industry, resulting in a  cycle time index of 1.31."
2014 SOGT CLO (FINAL).pdf,"The difference in the SOGT and industry average cycle time is predominantly driven by the longer project definition duration because the project recycled to FEL 2. Additional contributors are the 4-month gap between the end of project definition and authorisation, as well as the longer start-up duration compared to Industry.   "
2014 SOGT CLO (FINAL).pdf,"For the cycle time evaluation, the start date is the beginning of project definition and  the end date is the completion of start-up. This metric demonstrates the amount of time that  has elapsed between the definition of the business need and the creation of the capital asset. CONFIDENTIAL XVII IPA Schedule Benchmarks (1) Project Definition Schedule (months) PETRONAS Industry SOGT Project (42 months) Detailed Engineering Schedule (months) Industry SOGT Project (actual) 37 28 23 16 12 30 26 23 19 16 25% of  projects 5 0 % 8 0 % 75% of  projects 90% of  projects 10% of  projects SOGT Project (planned) Figure 12 Figure 12 shows the benchmarks for the first two cycle time components. The SOGT Project definition duration of 42 months was 82 percent slower than the industry average of"
2014 SOGT CLO (FINAL).pdf,"23 months. This definition duration is atypical of PETRONAS projects, which have an average definition duration 39 percent faster than Industry. The conservative project definition duration is attributed to recycling to FEL 2 in mid-2008 when new gas composition data came in. This resulted in an extended project definition duration. "
2014 SOGT CLO (FINAL).pdf,"The detailed engineering duration of 18.5 months was 20 percent faster than the industry average of 23 months. The actual duration was faster than the planned detailed engineering duration of 24 months, which was slightly longer than industry average. Detailed engineering was executed efficiently, according to the project team, due to the presence of experienced owner staff in the contractor’s offices in Korea, which allowed issues to be dealt with efficiently. "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL XVIII IPA Schedule Benchmarks (2) Construction Schedule (months) PETRONAS Industry SOGT Project (actual) Execution Schedule (months) Start-Up Schedule (months) Industry Industry SOGT Project  (actual) SOGT Project (actual) PETRONAS 38 33 29 25 22 48 43 39 34 30 6 3 2 1 0.1 25% of  projects 5 0  % 8 0  % 75% of  projects 90% of  projects 10% of  projects SOGT Project (planned) SOGT Project (planned) SOGT Project  (planned) Figure 13 Figure 13 shows the benchmarks of the remaining cycle time components. In contrast  to the detailed engineering duration, the construction duration of 30.3 months was 4 percent  slower than the industry average of 29 months, yielding a Construction Schedule Index of 1.04. This construction duration is typical of PETRONAS projects, which have an average Construction Schedule Index of 1.10. The project was faster than the conservative planned  construction duration of 36 months. The project’s fatality caused the longer construction  duration. The actual execution duration for the SOGT Project is 38.5 months, the planned  execution duration was 38.9 months, and the industry average execution duration for  comparable projects is 39 months. The project execution duration is 1 percent faster than Industry, yielding an Execution Schedule Index of 0.99. The execution schedule slipped the  planned execution duration by 1.5 months or 4 percent. The execution duration for PETRONAS projects is typically 19 percent slower than Industry, so the SOGT Project’s  execution schedule performance was better than PETRONAS norms. The final benchmark shown in Figure 13 is start-up. The planned start-up time for the"
